0.000000e+00,53
2.000000e-11,50
4.000000e-11,59
6.000000e-11,41
8.000000e-11,65
1.000000e-10,57
1.200000e-10,50
1.400000e-10,50
1.600000e-10,59
1.800000e-10,72
2.000000e-10,60
2.200000e-10,53
2.400000e-10,52
2.600000e-10,49
2.800000e-10,48
3.000000e-10,51
3.200000e-10,56
3.400000e-10,61
3.600000e-10,54
3.800000e-10,44
4.000000e-10,50
4.200000e-10,59
4.400000e-10,46
4.600000e-10,51
4.800000e-10,48
5.000000e-10,64
5.200000e-10,53
5.400000e-10,63
5.600000e-10,49
5.800000e-10,35
6.000000e-10,51
6.200000e-10,58
6.400000e-10,49
6.600000e-10,49
6.800000e-10,48
7.000000e-10,51
7.200000e-10,65
7.400000e-10,44
7.600000e-10,49
7.800000e-10,58
8.000000e-10,48
8.200000e-10,40
8.400000e-10,56
8.600000e-10,49
8.800000e-10,45
9.000000e-10,57
9.200000e-10,56
9.400000e-10,54
9.600000e-10,61
9.800000e-10,42
1.000000e-09,55
1.020000e-09,48
1.040000e-09,63
1.060000e-09,45
1.080000e-09,49
1.100000e-09,55
1.120000e-09,66
1.140000e-09,51
1.160000e-09,57
1.180000e-09,60
1.200000e-09,60
1.220000e-09,48
1.240000e-09,57
1.260000e-09,53
1.280000e-09,41
1.300000e-09,55
1.320000e-09,49
1.340000e-09,50
1.360000e-09,62
1.380000e-09,50
1.400000e-09,60
1.420000e-09,65
1.440000e-09,54
1.460000e-09,45
1.480000e-09,61
1.500000e-09,49
1.520000e-09,57
1.540000e-09,49
1.560000e-09,56
1.580000e-09,47
1.600000e-09,51
1.620000e-09,52
1.640000e-09,46
1.660000e-09,48
1.680000e-09,56
1.700000e-09,55
1.720000e-09,38
1.740000e-09,62
1.760000e-09,58
1.780000e-09,48
1.800000e-09,55
1.820000e-09,45
1.840000e-09,52
1.860000e-09,55
1.880000e-09,51
1.900000e-09,50
1.920000e-09,52
1.940000e-09,52
1.960000e-09,44
1.980000e-09,47
2.000000e-09,42
2.020000e-09,51
2.040000e-09,65
2.060000e-09,56
2.080000e-09,61
2.100000e-09,59
2.120000e-09,54
2.140000e-09,62
2.160000e-09,62
2.180000e-09,41
2.200000e-09,52
2.220000e-09,48
2.240000e-09,59
2.260000e-09,55
2.280000e-09,64
2.300000e-09,49
2.320000e-09,37
2.340000e-09,52
2.360000e-09,45
2.380000e-09,42
2.400000e-09,61
2.420000e-09,46
2.440000e-09,70
2.460000e-09,46
2.480000e-09,63
2.500000e-09,49
2.520000e-09,49
2.540000e-09,62
2.560000e-09,58
2.580000e-09,60
2.600000e-09,88
2.620000e-09,140
2.640000e-09,335
2.660000e-09,1045
2.680000e-09,3057
2.700000e-09,7378
2.720000e-09,14734
2.740000e-09,26069
2.760000e-09,38905
2.780000e-09,49292
2.800000e-09,52169
2.820000e-09,47859
2.840000e-09,38132
2.860000e-09,26909
2.880000e-09,17356
2.900000e-09,10867
2.920000e-09,6979
2.940000e-09,4307
2.960000e-09,2887
2.980000e-09,1987
3.000000e-09,1320
3.020000e-09,938
3.040000e-09,699
3.060000e-09,494
3.080000e-09,370
3.100000e-09,308
3.120000e-09,201
3.140000e-09,166
3.160000e-09,142
3.180000e-09,134
3.200000e-09,117
3.220000e-09,90
3.240000e-09,85
3.260000e-09,82
3.280000e-09,85
3.300000e-09,66
3.320000e-09,62
3.340000e-09,68
3.360000e-09,54
3.380000e-09,62
3.400000e-09,59
3.420000e-09,58
3.440000e-09,51
3.460000e-09,61
3.480000e-09,51
3.500000e-09,49
3.520000e-09,43
3.540000e-09,50
3.560000e-09,57
3.580000e-09,53
3.600000e-09,55
3.620000e-09,64
3.640000e-09,52
3.660000e-09,66
3.680000e-09,51
3.700000e-09,54
3.720000e-09,51
3.740000e-09,64
3.760000e-09,55
3.780000e-09,46
3.800000e-09,48
3.820000e-09,57
3.840000e-09,75
3.860000e-09,57
3.880000e-09,56
3.900000e-09,58
3.920000e-09,62
3.940000e-09,56
3.960000e-09,52
3.980000e-09,61
4.000000e-09,57
4.020000e-09,51
4.040000e-09,57
4.060000e-09,45
4.080000e-09,58
4.100000e-09,47
4.120000e-09,43
4.140000e-09,42
4.160000e-09,56
4.180000e-09,43
4.200000e-09,65
4.220000e-09,51
4.240000e-09,54
4.260000e-09,55
4.280000e-09,55
4.300000e-09,52
4.320000e-09,61
4.340000e-09,57
4.360000e-09,53
4.380000e-09,51
4.400000e-09,48
4.420000e-09,67
4.440000e-09,54
4.460000e-09,48
4.480000e-09,55
4.500000e-09,50
4.520000e-09,60
4.540000e-09,51
4.560000e-09,72
4.580000e-09,54
4.600000e-09,52
4.620000e-09,45
4.640000e-09,51
4.660000e-09,41
4.680000e-09,66
4.700000e-09,60
4.720000e-09,44
4.740000e-09,41
4.760000e-09,52
4.780000e-09,46
4.800000e-09,51
4.820000e-09,54
4.840000e-09,34
4.860000e-09,45
4.880000e-09,58
4.900000e-09,54
4.920000e-09,58
4.940000e-09,52
4.960000e-09,55
4.980000e-09,63
5.000000e-09,70
5.020000e-09,57
5.040000e-09,61
5.060000e-09,63
5.080000e-09,43
5.100000e-09,52
5.120000e-09,54
5.140000e-09,54
5.160000e-09,55
5.180000e-09,53
5.200000e-09,46
5.220000e-09,62
5.240000e-09,42
5.260000e-09,56
5.280000e-09,47
5.300000e-09,60
5.320000e-09,62
5.340000e-09,44
5.360000e-09,47
5.380000e-09,43
5.400000e-09,59
5.420000e-09,45
5.440000e-09,53
5.460000e-09,49
5.480000e-09,49
5.500000e-09,52
5.520000e-09,46
5.540000e-09,53
5.560000e-09,50
5.580000e-09,50
5.600000e-09,57
5.620000e-09,69
5.640000e-09,56
5.660000e-09,65
5.680000e-09,52
5.700000e-09,56
5.720000e-09,57
5.740000e-09,60
5.760000e-09,47
5.780000e-09,93
5.800000e-09,93
5.820000e-09,111
5.840000e-09,122
5.860000e-09,126
5.880000e-09,117
5.900000e-09,97
5.920000e-09,90
5.940000e-09,96
5.960000e-09,75
5.980000e-09,81
6.000000e-09,67
6.020000e-09,60
6.040000e-09,61
6.060000e-09,68
6.080000e-09,60
6.100000e-09,56
6.120000e-09,57
6.140000e-09,59
6.160000e-09,49
6.180000e-09,53
6.200000e-09,78
6.220000e-09,53
6.240000e-09,67
6.260000e-09,58
6.280000e-09,66
6.300000e-09,51
6.320000e-09,66
6.340000e-09,70
6.360000e-09,67
6.380000e-09,56
6.400000e-09,51
6.420000e-09,72
6.440000e-09,43
6.460000e-09,57
6.480000e-09,50
6.500000e-09,65
6.520000e-09,52
6.540000e-09,57
6.560000e-09,67
6.580000e-09,58
6.600000e-09,62
6.620000e-09,52
6.640000e-09,55
6.660000e-09,56
6.680000e-09,54
6.700000e-09,46
6.720000e-09,63
6.740000e-09,52
6.760000e-09,66
6.780000e-09,63
6.800000e-09,42
6.820000e-09,44
6.840000e-09,49
6.860000e-09,63
6.880000e-09,62
6.900000e-09,62
6.920000e-09,65
6.940000e-09,59
6.960000e-09,60
6.980000e-09,69
7.000000e-09,84
7.020000e-09,71
7.040000e-09,76
7.060000e-09,61
7.080000e-09,71
7.100000e-09,66
7.120000e-09,57
7.140000e-09,52
7.160000e-09,67
7.180000e-09,55
7.200000e-09,56
7.220000e-09,48
7.240000e-09,56
7.260000e-09,63
7.280000e-09,51
7.300000e-09,44
7.320000e-09,44
7.340000e-09,50
7.360000e-09,61
7.380000e-09,69
7.400000e-09,73
7.420000e-09,56
7.440000e-09,82
7.460000e-09,74
7.480000e-09,67
7.500000e-09,56
7.520000e-09,62
7.540000e-09,52
7.560000e-09,69
7.580000e-09,65
7.600000e-09,67
7.620000e-09,57
7.640000e-09,59
7.660000e-09,51
7.680000e-09,69
7.700000e-09,47
7.720000e-09,55
7.740000e-09,59
7.760000e-09,58
7.780000e-09,61
7.800000e-09,61
7.820000e-09,64
7.840000e-09,59
7.860000e-09,67
7.880000e-09,52
7.900000e-09,71
7.920000e-09,65
7.940000e-09,71
7.960000e-09,60
7.980000e-09,56
